RESULTADOS_CONVOCATORIA;CÓDIGO DE GRUPO;NOMBRE DEL GRUPO;LÍDER DEL GRUPO;GRUPO RECONOCIDO;GRUPO INSCRITO PARA MEDICIÓN;CLASIFICACIÓN DEL GRUPO
2016 - Convocatoria 737 - 2015;COL0003024;CULTURA, VIOLENCIA Y TERRITORIO;NATALIA QUICENO TORO;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003024;CULTURA, VIOLENCIA Y TERRITORIO;LILIANA CECILIA MOLINA GONZÁLEZ;Si;No;Reconocido
2013 - Convocatoria 640 - 2013;COL0003024;CULTURA, VIOLENCIA Y TERRITORIO;ELSA BLAIR TRUJILLO;Si;;B
2013 - Convocatoria 640 - 2013;COL0003033;CURRlCULO Y UNIVERSIDAD;AURA MIREYA USCATEGUI DE JIMENEZ;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0003069;SALUD PÚBLICA;MARÍA CLARA YÉPEZ CHAMORRO;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003069;SALUD PÚBLICA;MARÍA CLARA YÉPEZ CHAMORRO;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003069;SALUD PÚBLICA;MARÍA CLARA YÉPEZ CHAMORRO;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003069;SALUD PÚBLICA;MARÍA CLARA YÉPEZ CHAMORRO;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003069;SALUD PÚBLICA;MARÍA CLARA YÉPEZ CHAMORRO;Si;;A
2013 - Convocatoria 640 - 2013;COL0003098;CÍRCULO DE ANÁLISIS DEL DISCURSO CADIS;JULIO ALFONSO ESCAMILLA MORALES;Si;;D
2019 - Convocatoria 833 - 2018;COL0003104;LUDICA,CUERPO Y SOCIEDAD;ANDRÉS DÍAZ VELASCO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0003104;LUDICA,CUERPO Y SOCIEDAD;ANDRÉS DÍAZ VELASCO;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0003104;LUDICA,CUERPO Y SOCIEDAD;JUAN MANUEL CARREÑO CARDOZO;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0003104;LUDICA,CUERPO Y SOCIEDAD;JUAN MANUEL CARREÑO CARDOZO;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003104;LUDICA,CUERPO Y SOCIEDAD;JUAN MANUEL CARREÑO CARDOZO;Si;;C
2019 - Convocatoria 833 - 2018;COL0003113;DERECHO Y PODER;JOSÉ ALBERTO TORO VALENCIA;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003113;DERECHO Y PODER;ESTEBAN HOYOS CEBALLOS;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003113;DERECHO Y PODER;ESTEBAN HOYOS CEBALLOS;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003113;DERECHO Y PODER;ESTEBAN HOYOS CEBALLOS;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003113;DERECHO Y PODER;MARIO MONTOYA BRAND;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0003122;DERECHO Y SOCIEDAD;MARIA CRISTINA GÓMEZ ISAZA;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003122;DERECHO Y SOCIEDAD;GABRIEL IGNACIO GOMEZ SANCHEZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003122;DERECHO Y SOCIEDAD;GABRIEL IGNACIO GOMEZ SANCHEZ;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003122;DERECHO Y SOCIEDAD;MARÍA ROCIO BEDOYA BEDOYA;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003122;DERECHO Y SOCIEDAD;MARIA CRISTINA GÓMEZ ISAZA;Si;;B
2019 - Convocatoria 833 - 2018;COL0003159;DESARROLLO SOSTENIBLE Y GESTION AMBIENTAL;FABIO RODRIGO LEIVA BARON;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003159;DESARROLLO SOSTENIBLE Y GESTION AMBIENTAL;FABIO RODRIGO LEIVA BARON;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003159;DESARROLLO SOSTENIBLE Y GESTION AMBIENTAL;FABIO RODRIGO LEIVA BARON;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003159;DESARROLLO SOSTENIBLE Y GESTION AMBIENTAL;FABIO RODRIGO LEIVA BARON;Si;SÍ;A
2013 - Convocatoria 640 - 2013;COL0003159;DESARROLLO SOSTENIBLE Y GESTION AMBIENTAL;FABIO RODRIGO LEIVA BARON;Si;;A1
2019 - Convocatoria 833 - 2018;COL0003169;DESTINO;DIEGO LUIS LINARES OSPINA;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003169;DESTINO;DIEGO LUIS LINARES OSPINA;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003169;DESTINO;DIEGO LUIS LINARES OSPINA;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003169;DESTINO;DIEGO LUIS LINARES OSPINA;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003169;DESTINO;DIEGO LUIS LINARES OSPINA;Si;;B
2019 - Convocatoria 833 - 2018;COL0003178;GRUPO DE INVESTIGACIÓN DEL COMPORTAMIENTO HUMANO;ADALBERTO CAMPO ARIAS;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0003178;GRUPO DE INVESTIGACIÓN DEL COMPORTAMIENTO HUMANO;ADALBERTO CAMPO ARIAS;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0003178;GRUPO DE INVESTIGACIÓN DEL COMPORTAMIENTO HUMANO;ADALBERTO CAMPO ARIAS;Si;SÍ;A
2013 - Convocatoria 640 - 2013;COL0003178;GRUPO DE INVESTIGACIÓN DEL COMPORTAMIENTO HUMANO;ADALBERTO CAMPO ARIAS;Si;;C
2019 - Convocatoria 833 - 2018;COL0003187;DIDAQUIM;CARLOS JAVIER MOSQUERA SUÁREZ;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003187;DIDAQUIM;CARLOS JAVIER MOSQUERA SUÁREZ;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003187;DIDAQUIM;CARLOS JAVIER MOSQUERA SUÁREZ;Si;No;Reconocido
2015 - Convocatoria 693 - 2014;COL0003187;DIDAQUIM;CARLOS JAVIER MOSQUERA SUÁREZ;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003187;DIDAQUIM;CARLOS JAVIER MOSQUERA SUÁREZ;Si;;B
2016 - Convocatoria 737 - 2015;COL0003196;DIDÁCTICA DEL INGLES Y TECNOLOGÍA;ELIANA GARZÓN DUARTE;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0003196;DIDÁCTICA DEL INGLES Y TECNOLOGÍA;ELIANA GARZÓN DUARTE;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003196;DIDÁCTICA DEL INGLES Y TECNOLOGÍA;ELIANA GARZÓN DUARTE;No;;No reconocido_Avalado
2013 - Convocatoria 640 - 2013;COL0003202;GRUPO DE INVESTIGADORES EN CIENCIAS SOCIALES Y JURÍDICAS GICSOJ;MARIO ANDRÉS ALVARADO LOZANO;Si;;D
2019 - Convocatoria 833 - 2018;COL0003202;GRUPO DE INVESTIGADORES EN CIENCIAS SOCIALES Y JURÍDICAS GICSOJ;WILSON MIGUEL SALAS PICÓN;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0003202;GRUPO DE INVESTIGADORES EN CIENCIAS SOCIALES Y JURÍDICAS GICSOJ;WILSON MIGUEL SALAS PICÓN;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0003202;GRUPO DE INVESTIGADORES EN CIENCIAS SOCIALES Y JURÍDICAS GICSOJ;WILSON MIGUEL SALAS PICÓN;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003202;GRUPO DE INVESTIGADORES EN CIENCIAS SOCIALES Y JURÍDICAS GICSOJ;MARIO ANDRÉS ALVARADO LOZANO;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;;B
2013 - Convocatoria 640 - 2013;COL0003211;DE LAS CONCEPCIONES A LAS PRÁCTICAS PEDAGÓGICAS;CLAUDIA LUCÍA ORDÓÑEZ ORDÓÑEZ;Si;;B
2019 - Convocatoria 833 - 2018;COL0003229;DEMOCRACIA Y MODERNIZACION DEL ESTADO COLOMBIANO;FLORENTINO ANTONIO RICO CALVANO;Si;Sí;A1
2017 - Convocatoria 781 - 2017;COL0003229;DEMOCRACIA Y MODERNIZACION DEL ESTADO COLOMBIANO;FLORENTINO ANTONIO RICO CALVANO;Si;Sí;A1
2016 - Convocatoria 737 - 2015;COL0003229;DEMOCRACIA Y MODERNIZACION DEL ESTADO COLOMBIANO;FLORENTINO ANTONIO RICO CALVANO;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003229;DEMOCRACIA Y MODERNIZACION DEL ESTADO COLOMBIANO;FLORENTINO ANTONIO RICO CALVANO;Si;SÍ;A
2013 - Convocatoria 640 - 2013;COL0003229;DEMOCRACIA Y MODERNIZACION DEL ESTADO COLOMBIANO;FLORENTINO ANTONIO RICO CALVANO;Si;;C
2013 - Convocatoria 640 - 2013;COL0003239;GRUPO DEMOCRACIA, NACIÓN Y GUERRA IEPRI;DANIEL RICARDO PEÑARANDA SUPELANO;Si;;B
2019 - Convocatoria 833 - 2018;COL0003249;DEMOGRAFÍA Y SALUD;ALEJANDRO ESTRADA RESTREPO;Si;Sí;A1
2017 - Convocatoria 781 - 2017;COL0003249;DEMOGRAFÍA Y SALUD;ALEJANDRO ESTRADA RESTREPO;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003249;DEMOGRAFÍA Y SALUD;HUGO DE JESÚS GRISALES ROMERO;Si;SÍ;A1
2015 - Convocatoria 693 - 2014;COL0003249;DEMOGRAFÍA Y SALUD;HUGO DE JESÚS GRISALES ROMERO;Si;SÍ;A1
2013 - Convocatoria 640 - 2013;COL0003249;DEMOGRAFÍA Y SALUD;HUGO DE JESÚS GRISALES ROMERO;Si;;B
2013 - Convocatoria 640 - 2013;COL0003258;GRUPO DE INVESTIGACIÓN EN CIENCIAS FORESTALES;JUAN DIEGO LEÓN PELÁEZ;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0003267;DERECHO LABORAL Y ESTÁNDARES INTERNACIONALES;FRANCISCO RAFAEL OSTAU DE LAFONT DE LEON;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0003267;DERECHO LABORAL Y ESTÁNDARES INTERNACIONALES;FRANCISCO RAFAEL OSTAU DE LAFONT DE LEON;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0003267;DERECHO LABORAL Y ESTÁNDARES INTERNACIONALES;FRANCISCO RAFAEL OSTAU DE LAFONT DE LEON;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003267;DERECHO LABORAL Y ESTÁNDARES INTERNACIONALES;FRANCISCO RAFAEL OSTAU DE LAFONT DE LEON;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003276;DERECHO PRIVADO CONTEMPORÁNEO;MAURICIO RENGIFO GARDEAZÁBAL;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003276;DERECHO PRIVADO CONTEMPORÁNEO;MAURICIO RENGIFO GARDEAZÁBAL;Si;;D
2019 - Convocatoria 833 - 2018;COL0003285;DERECHO PÚBLICO;ANTONIO FELIPE BARRETO ROZO;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003285;DERECHO PÚBLICO;ANTONIO FELIPE BARRETO ROZO;Si;Sí;A1
2016 - Convocatoria 737 - 2015;COL0003285;DERECHO PÚBLICO;ANTONIO FELIPE BARRETO ROZO;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003285;DERECHO PÚBLICO;ANTONIO FELIPE BARRETO ROZO;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003285;DERECHO PÚBLICO;ANTONIO FELIPE BARRETO ROZO;Si;;B
2019 - Convocatoria 833 - 2018;COL0003309;DERECHO PRIVADO Y DEL PROCESO «GUSTAVO VANEGAS TORRES»;WALTER RENE CADENA AFANADOR;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003309;DERECHO PRIVADO Y DEL PROCESO «GUSTAVO VANEGAS TORRES»;WALTER RENE CADENA AFANADOR;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003309;DERECHO PRIVADO Y DEL PROCESO «GUSTAVO VANEGAS TORRES»;WALTER RENE CADENA AFANADOR;Si;SÍ;B
2019 - Convocatoria 833 - 2018;COL0003319;DERECHO Y SOCIEDAD;MARÍA TERESA CARREÑO BUSTAMANTE;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0003319;DERECHO Y SOCIEDAD;MARÍA TERESA CARREÑO BUSTAMANTE;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003319;DERECHO Y SOCIEDAD;MARÍA TERESA CARREÑO BUSTAMANTE;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003319;DERECHO Y SOCIEDAD;MARÍA TERESA CARREÑO BUSTAMANTE;Si;SÍ;B
2019 - Convocatoria 833 - 2018;COL0003338;DERMATOLOGÍA CES;ANGELA MARIA LONDOÑO GARCIA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003338;DERMATOLOGÍA CES;ANGELA MARIA LONDOÑO GARCIA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003338;DERMATOLOGÍA CES;SOL BEATRIZ JIMÉNEZ TAMAYO;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003338;DERMATOLOGÍA CES;SOL BEATRIZ JIMÉNEZ TAMAYO;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0003338;DERMATOLOGÍA CES;SOL BEATRIZ JIMÉNEZ TAMAYO;Si;;D
2016 - Convocatoria 737 - 2015;COL0003356;GRUPO DE INVESTIGACION EN CALIDAD AMBIENTAL;HÉCTOR EDWIN BELTRÁN GUTIÉRREZ;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0003365;DESARROLLO COGNITIVO, APRENDIZAJE Y ENSEÑANZA;SOLANLLY OCHOA ANGRINO;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003365;DESARROLLO COGNITIVO, APRENDIZAJE Y ENSEÑANZA;SOLANLLY OCHOA ANGRINO;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003365;DESARROLLO COGNITIVO, APRENDIZAJE Y ENSEÑANZA;SOLANLLY OCHOA ANGRINO;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0003365;DESARROLLO COGNITIVO, APRENDIZAJE Y ENSEÑANZA;SOLANLLY OCHOA ANGRINO;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003365;DESARROLLO COGNITIVO, APRENDIZAJE Y ENSEÑANZA;SOLANLLY OCHOA ANGRINO;Si;;B
2019 - Convocatoria 833 - 2018;COL0003374;ECONOMÍA Y HUMANISMO;GIOVANNI ANDRÉS CAMACHO MURILLO;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003374;ECONOMÍA Y HUMANISMO;OSCAR HERNÁN ARCOS PALMA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003374;ECONOMÍA Y HUMANISMO;OLGA MARINA GARCÍA NORATO;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0003374;ECONOMÍA Y HUMANISMO;GILBERTO ENRIQUE HERAZO CUETO;No;;No reconocido_Avalado
2013 - Convocatoria 640 - 2013;COL0003374;ECONOMÍA Y HUMANISMO;GILBERTO ENRIQUE HERAZO CUETO;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0003383;DESARROLLO HUMANO Y ORGANIZACIONAL;JUAN CARLOS CASTAÑO BENJUMEA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003383;DESARROLLO HUMANO Y ORGANIZACIONAL;SANDRA ESTRADA MEJÍA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003383;DESARROLLO HUMANO Y ORGANIZACIONAL;SANDRA ESTRADA MEJÍA;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003383;DESARROLLO HUMANO Y ORGANIZACIONAL;SANDRA ESTRADA MEJÍA;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003383;DESARROLLO HUMANO Y ORGANIZACIONAL;SANDRA ESTRADA MEJÍA;Si;;C
2019 - Convocatoria 833 - 2018;COL0003392;PSICOLOGÍA DEL DESARROLLO;ALEJANDRO LONDOÑO VALENCIA;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003392;PSICOLOGÍA DEL DESARROLLO;ALEJANDRO LONDOÑO VALENCIA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003392;PSICOLOGÍA DEL DESARROLLO;ALEJANDRO LONDOÑO VALENCIA;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003392;PSICOLOGÍA DEL DESARROLLO;ALEJANDRO LONDOÑO VALENCIA;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003392;PSICOLOGÍA DEL DESARROLLO;ALEJANDRO LONDOÑO VALENCIA;Si;;B
2019 - Convocatoria 833 - 2018;COL0003409;GRUPO DE INVESTIGACIÓN EN COMUNIDAD AMBIENTE Y SUSTENTABILIDAD;MARIO ALEJANDRO PEREZ RINCON;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003409;GRUPO DE INVESTIGACIÓN EN COMUNIDAD AMBIENTE Y SUSTENTABILIDAD;MARIO ALEJANDRO PEREZ RINCON;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003409;GRUPO DE INVESTIGACIÓN EN COMUNIDAD AMBIENTE Y SUSTENTABILIDAD;MARIO ALEJANDRO PEREZ RINCON;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0003409;GRUPO DE INVESTIGACIÓN EN COMUNIDAD AMBIENTE Y SUSTENTABILIDAD;MARIO ALEJANDRO PEREZ RINCON;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003409;GRUPO DE INVESTIGACIÓN EN COMUNIDAD AMBIENTE Y SUSTENTABILIDAD;MARIO ALEJANDRO PEREZ RINCON;Si;;C
2019 - Convocatoria 833 - 2018;COL0003418;AGROCLIMATOLOGÍA Y ECOFISIOLOGÍA DE CULTIVOS TROPICALES;CÉSAR AUGUSTO TERÁN CHAVES;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0003445;DESARROLLO TURÍSTICO Y REGIONAL;ANDRÉS JOSÉ CASTRILLÓN MUÑOZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0003445;DESARROLLO TURÍSTICO Y REGIONAL;ANDRÉS JOSÉ CASTRILLÓN MUÑOZ;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0003445;DESARROLLO TURÍSTICO Y REGIONAL;ANDRÉS JOSÉ CASTRILLÓN MUÑOZ;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003445;DESARROLLO TURÍSTICO Y REGIONAL;ANDRÉS JOSÉ CASTRILLÓN MUÑOZ;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0003445;DESARROLLO TURÍSTICO Y REGIONAL;ANDRÉS JOSÉ CASTRILLÓN MUÑOZ;Si;;D
2019 - Convocatoria 833 - 2018;COL0003499;INVESTIGACIÓN DEL DESARROLLO REGIONAL EN LA AMAZONIA;GERMÁN IGNACIO OCHOA ZULUAGA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003499;INVESTIGACIÓN DEL DESARROLLO REGIONAL EN LA AMAZONIA;GERMÁN IGNACIO OCHOA ZULUAGA;Si;Sí;B
2013 - Convocatoria 640 - 2013;COL0003499;INVESTIGACIÓN DEL DESARROLLO REGIONAL EN LA AMAZONIA;ALLAN ANDREW WOOD SCHOFIELD;Si;;D
2015 - Convocatoria 693 - 2014;COL0003516;DIALÉCTICA Y MOS GEOMETRICUS;GONZALO SERRANO ESCALLÓN;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003516;DIALÉCTICA Y MOS GEOMETRICUS;GONZALO SERRANO ESCALLÓN;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0003525;DIDACTEC;RUTH MOLINA VÁSQUEZ;Si;Sí;B
2015 - Convocatoria 693 - 2014;COL0003525;DIDACTEC;RUTH MOLINA VÁSQUEZ;Si;No;Reconocido
2013 - Convocatoria 640 - 2013;COL0003525;DIDACTEC;RUTH MOLINA VÁSQUEZ;Si;;D
2019 - Convocatoria 833 - 2018;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;SÍ;B
2016 - Convocatoria 737 - 2015;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;;C
2013 - Convocatoria 640 - 2013;COL0003534;DIDÁCTICA DE LA MATEMÁTICA;LEONOR CAMARGO URIBE;Si;;C
2013 - Convocatoria 640 - 2013;COL0003552;PEDAGOGÍA CRÍTICA Y DIDÁCTICAS PARA LA TRANSFORMACIÓN SOCIAL;ASTRID NÚÑEZ PARDO;Si;;D
2019 - Convocatoria 833 - 2018;COL0003552;PEDAGOGÍA CRÍTICA Y DIDÁCTICAS PARA LA TRANSFORMACIÓN SOCIAL;CECILIA DIMATÉ RODRÍGUEZ;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003552;PEDAGOGÍA CRÍTICA Y DIDÁCTICAS PARA LA TRANSFORMACIÓN SOCIAL;CECILIA DIMATÉ RODRÍGUEZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003552;PEDAGOGÍA CRÍTICA Y DIDÁCTICAS PARA LA TRANSFORMACIÓN SOCIAL;CECILIA DIMATÉ RODRÍGUEZ;Si;SÍ;B
2019 - Convocatoria 833 - 2018;COL0003561;DIDÁCTICA Y NUEVAS TECNOLOGÍAS;OCTAVIO HENAO ALVAREZ;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003561;DIDÁCTICA Y NUEVAS TECNOLOGÍAS;OCTAVIO HENAO ALVAREZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003561;DIDÁCTICA Y NUEVAS TECNOLOGÍAS;OCTAVIO HENAO ALVAREZ;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003561;DIDÁCTICA Y NUEVAS TECNOLOGÍAS;OCTAVIO HENAO ALVAREZ;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003561;DIDÁCTICA Y NUEVAS TECNOLOGÍAS;OCTAVIO HENAO ALVAREZ;Si;;B
2019 - Convocatoria 833 - 2018;COL0003579;DINUSCO;MAURO MONTEALEGRE CÁRDENAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0003579;DINUSCO;MAURO MONTEALEGRE CÁRDENAS;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0003579;DINUSCO;MAURO MONTEALEGRE CÁRDENAS;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0003579;DINUSCO;MAURO MONTEALEGRE CÁRDENAS;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0003579;DINUSCO;MAURO MONTEALEGRE CÁRDENAS;Si;;D
2019 - Convocatoria 833 - 2018;COL0003589;DINÁMICAS URBANO-REGIONALES;LUIS ANIBAL VELEZ RESTREPO;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0003589;DINÁMICAS URBANO-REGIONALES;PETER CHARLES BRAND;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0003589;DINÁMICAS URBANO-REGIONALES;PETER CHARLES BRAND;Si;SÍ;A
2015 - Convocatoria 693 - 2014;COL0003589;DINÁMICAS URBANO-REGIONALES;PETER CHARLES BRAND;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0003589;DINÁMICAS URBANO-REGIONALES;PETER CHARLES BRAND;Si;;A
2019 - Convocatoria 833 - 2018;COL0003599;DISEÑADORES DE AMBIENTES DE TECNOLOGÍA;FRANCISCO LOPEZ PEREZ;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003599;DISEÑADORES DE AMBIENTES DE TECNOLOGÍA;FRANCISCO LOPEZ PEREZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0003599;DISEÑADORES DE AMBIENTES DE TECNOLOGÍA;FRANCISCO LOPEZ PEREZ;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0003599;DISEÑADORES DE AMBIENTES DE TECNOLOGÍA;FRANCISCO LOPEZ PEREZ;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0003599;DISEÑADORES DE AMBIENTES DE TECNOLOGÍA;FRANCISCO LOPEZ PEREZ;Si;;D
2017 - Convocatoria 781 - 2017;COL0003605;DISEÑO PROCESOS Y ENERGIA;DEYANIRA MUÑOZ MUÑOZ;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0003605;DISEÑO PROCESOS Y ENERGIA;DEYANIRA MUÑOZ MUÑOZ;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0003605;DISEÑO PROCESOS Y ENERGIA;DEYANIRA MUÑOZ MUÑOZ;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0003605;DISEÑO PROCESOS Y ENERGIA;DEYANIRA MUÑOZ MUÑOZ;Si;;D
2019 - Convocatoria 833 - 2018;COL0003614;GRUPO DE INVESTIGACIÓN EN DISEÑO;RAFAEL HERNANDO BARRAGÁN ROMERO;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0003614;GRUPO DE INVESTIGACIÓN EN DISEÑO;RAFAEL HERNANDO BARRAGÁN ROMERO;Si;Sí;B
